location,date,precipitation,temp_max,temp_min,wind,weather
Seattle,8/13/2014,21.6,23.3,15,2.7,rain
Seattle,8/14/2014,0,21.1,17.2,0.6,sun
Seattle,8/15/2014,1,24.4,16.7,1.5,rain
Seattle,8/16/2014,0,25.6,15.6,2.2,sun
Seattle,8/17/2014,0,27.8,15,2.8,sun
Seattle,8/18/2014,0,29.4,15.6,3.3,sun
Seattle,8/19/2014,0,27.2,15.6,2.4,sun
Seattle,8/20/2014,0,21.7,13.9,3.6,sun
Seattle,8/21/2014,0,21.1,11.1,1.7,sun
Seattle,8/22/2014,0,23.9,13.3,2.9,sun
Seattle,8/23/2014,0,27.8,13.9,2,sun
Seattle,8/24/2014,0,25,13.3,2.3,sun
Seattle,8/25/2014,0,28.9,14.4,2,sun
Seattle,8/26/2014,0,31.1,15.6,1.8,sun
Seattle,8/27/2014,0,28.9,16.1,1.6,sun
Seattle,8/28/2014,0,23.3,14.4,2.3,sun
Seattle,8/29/2014,0,22.8,15,3.4,sun
Seattle,8/30/2014,8.4,17.8,15,2.2,rain
Seattle,8/31/2014,1.3,21.1,13.9,1.9,rain
Seattle,9/1/2014,0,23.3,12.8,2.5,sun
Seattle,9/2/2014,3,20,13.9,4.3,rain
Seattle,9/3/2014,0,20.6,12.8,2.7,sun
Seattle,9/4/2014,0,23.9,11.1,3.1,fog
Seattle,9/5/2014,0,27.8,13.9,6.5,fog
Seattle,9/6/2014,0,32.2,15,2.9,sun
Seattle,9/7/2014,0,28.3,13.3,2.1,sun
Seattle,9/8/2014,0,21.1,13.3,2.8,sun
Seattle,9/9/2014,0,21.7,13.3,2.3,sun
Seattle,9/10/2014,0,22.2,12.2,3.9,sun
Seattle,9/11/2014,0,24.4,12.8,5.3,sun
Seattle,9/12/2014,0,24.4,12.8,5.9,sun
Seattle,9/13/2014,0,28.3,10,4.2,sun
Seattle,9/14/2014,0,30,11.7,1.8,sun
Seattle,9/15/2014,0,30.6,12.2,1.2,sun
Seattle,9/16/2014,0,22.2,13.9,2.8,sun
Seattle,9/17/2014,0.5,22.8,14.4,2.3,rain
Seattle,9/18/2014,0.3,19.4,15,3.1,rain
Seattle,9/19/2014,0,23.9,16.1,2.8,sun
Seattle,9/20/2014,0,24.4,14.4,4.4,fog
Seattle,9/21/2014,0,26.1,12.8,3,sun
Seattle,9/22/2014,0.3,22.2,15,2.1,rain
Seattle,9/23/2014,18.3,18.9,14.4,2.5,rain
Seattle,9/24/2014,20.3,18.9,14.4,2.7,rain
Seattle,9/25/2014,4.3,21.7,14.4,2.5,rain
Seattle,9/26/2014,8.9,20,13.9,3.3,rain
Seattle,9/27/2014,0,20.6,11.7,3.2,fog
Seattle,9/28/2014,0,18.9,12.2,2,fog
Seattle,9/29/2014,0.8,16.7,11.1,3.5,rain
Seattle,9/30/2014,0,19.4,12.2,2.6,sun
Seattle,10/1/2014,0,18.3,11.1,2.1,sun
Seattle,10/2/2014,0,19.4,10,2,sun
Seattle,10/3/2014,0,22.2,8.9,1,sun
Seattle,10/4/2014,0,21.7,12.2,1.2,sun
Seattle,10/5/2014,0,23.9,11.7,1.4,fog
Seattle,10/6/2014,0,25.6,13.3,2.5,fog
Seattle,10/7/2014,0,18.9,13.9,1,fog
Seattle,10/8/2014,0,20.6,12.8,1.8,fog
Seattle,10/9/2014,0,17.2,11.1,1,fog
Seattle,10/10/2014,0.3,18.3,10,3.8,rain
Seattle,10/11/2014,7.4,18.3,11.7,3.5,rain
Seattle,10/12/2014,0,17.8,11.7,2.1,sun
Seattle,10/13/2014,7.6,21.1,10,3.1,rain
Seattle,10/14/2014,7.1,16.7,11.7,2.2,rain
Seattle,10/15/2014,8.6,16.1,11.7,4.7,rain
Seattle,10/16/2014,0,20.6,11.1,3.3,sun
Seattle,10/17/2014,3.3,16.7,11.7,3,rain
Seattle,10/18/2014,15,19.4,13.9,1.9,rain
Seattle,10/19/2014,0,22.2,12.8,3.2,sun
Seattle,10/20/2014,11.7,16.1,12.2,3.1,rain
Seattle,10/21/2014,1,16.1,11.7,4.7,rain
Seattle,10/22/2014,32,15.6,11.7,5,rain
Seattle,10/23/2014,9.4,14.4,8.3,4.6,rain
Seattle,10/24/2014,4.1,14.4,8.9,3.2,rain
Seattle,10/25/2014,6.1,16.7,8.3,5.4,rain
Seattle,10/26/2014,1.5,12.8,7.8,5,rain
Seattle,10/27/2014,0.8,15.6,6.7,2.4,rain
Seattle,10/28/2014,12.7,15,9.4,3.9,rain
Seattle,10/29/2014,0.5,16.7,11.7,3.1,rain
Seattle,10/30/2014,25.4,15.6,11.1,3.2,rain
Seattle,10/31/2014,17,12.8,8.3,2,rain
Seattle,11/1/2014,0,11.1,7.2,1.2,fog
Seattle,11/2/2014,1.8,13.3,7.2,2.9,rain
Seattle,11/3/2014,10.9,13.9,11.1,4.8,rain
Seattle,11/4/2014,4.1,14.4,10.6,3.3,rain
Seattle,11/5/2014,4.8,15,10.6,2.1,rain
Seattle,11/6/2014,4.1,16.7,10.6,6.7,rain
Seattle,11/7/2014,0,14.4,7.2,2.3,sun
Seattle,11/8/2014,0,12.8,3.9,0.8,fog
Seattle,11/9/2014,5.1,13.3,7.8,3,rain
Seattle,11/10/2014,0,11.1,5.6,3.9,sun
Seattle,11/11/2014,0,7.8,1.1,7.7,sun
Seattle,11/12/2014,0,6.7,0,7.6,sun
Seattle,11/13/2014,0,7.2,0.6,4.7,sun
Seattle,11/14/2014,0,7.2,-2.1,4.5,sun
Seattle,11/15/2014,0,8.3,-1.6,4.2,sun
Seattle,11/16/2014,0,9.4,-2.1,4.2,sun
Seattle,11/17/2014,0,10.6,-2.1,1.9,sun
Seattle,11/18/2014,0,7.2,-0.5,0.9,sun
Seattle,11/19/2014,0,11.1,2.2,1.9,sun
Seattle,11/20/2014,3.6,11.1,5.6,2.1,rain
Seattle,11/21/2014,15.2,11.1,8.3,4.7,rain
Seattle,11/22/2014,0.5,9.4,6.7,4.7,rain
Seattle,11/23/2014,11.9,12.8,5.6,5.1,rain
Seattle,11/24/2014,1.3,11.7,4.4,3.8,rain
Seattle,11/25/2014,18.3,13.9,9.4,4.5,rain
Seattle,11/26/2014,0.3,15,12.2,3.9,rain
Seattle,11/27/2014,3.3,14.4,11.7,6.6,rain
Seattle,11/28/2014,34.3,12.8,3.3,5.8,rain
Seattle,11/29/2014,3.6,4.4,-4.3,5.3,snow
Seattle,11/30/2014,0,2.8,-4.9,4.4,sun
Seattle,12/1/2014,0,4.4,-3.2,2.2,sun
Seattle,12/2/2014,0,5.6,-3.2,5.7,fog
Seattle,12/3/2014,0,10,0,3.6,sun
Seattle,12/4/2014,0.8,8.3,3.9,1.1,rain
Seattle,12/5/2014,3,12.8,6.7,3.1,rain
Seattle,12/6/2014,7.4,11.7,7.8,3.6,rain
Seattle,12/7/2014,0,14.4,6.1,2.8,sun
Seattle,12/8/2014,9.1,14.4,8.9,4.2,rain
Seattle,12/9/2014,9.9,16.1,10.6,5.1,rain
Seattle,12/10/2014,13,18.9,10,6.7,rain
Seattle,12/11/2014,6.9,14.4,8.3,6.4,rain
Seattle,12/12/2014,0,11.1,7.2,3.7,sun
Seattle,12/13/2014,0,10,3.9,1.1,fog
Seattle,12/14/2014,0,12.8,1.7,3.5,fog
Seattle,12/15/2014,0,12.2,6.7,5.9,sun
Seattle,12/16/2014,0,10,8.3,4,sun
Seattle,12/17/2014,2.8,8.9,6.1,1.6,rain
Seattle,12/18/2014,13,9.4,6.7,3.1,rain
Seattle,12/19/2014,3,11.1,7.2,4.3,rain
Seattle,12/20/2014,19.6,12.8,6.7,5.5,rain
Seattle,12/21/2014,0,12.8,10,5.2,sun
Seattle,12/22/2014,0,10.6,6.1,1.5,sun
Seattle,12/23/2014,20.6,12.2,5,3.8,rain
Seattle,12/24/2014,5.3,7.2,3.9,1.8,rain
Seattle,12/25/2014,0,7.8,2.8,2.2,fog
Seattle,12/26/2014,0,5.6,1.7,1.2,fog
Seattle,12/27/2014,3.3,9.4,4.4,4.9,rain
Seattle,12/28/2014,4.1,6.7,2.8,1.8,rain
Seattle,12/29/2014,0,6.1,0.6,4.3,fog
Seattle,12/30/2014,0,3.3,-2.1,3.6,sun
Seattle,12/31/2014,0,3.3,-2.7,3,sun
Seattle,1/1/2015,0,5.6,-3.2,1.2,sun
Seattle,1/2/2015,1.5,5.6,0,2.3,rain
Seattle,1/3/2015,0,5,1.7,1.7,fog
Seattle,1/4/2015,10.2,10.6,3.3,4.5,rain
Seattle,1/5/2015,8.1,12.2,9.4,6.4,rain
Seattle,1/6/2015,0,12.2,6.1,1.3,fog
Seattle,1/7/2015,0,7.8,5.6,1.6,fog
Seattle,1/8/2015,0,7.8,1.7,2.6,fog
Seattle,1/9/2015,0.3,10,3.3,0.6,rain
Seattle,1/10/2015,5.8,7.8,6.1,0.5,rain
Seattle,1/11/2015,1.5,9.4,7.2,1.1,rain
Seattle,1/12/2015,0,11.1,4.4,1.6,fog
Seattle,1/13/2015,0,9.4,2.8,2.7,fog
Seattle,1/14/2015,0,6.1,0.6,2.8,fog
Seattle,1/15/2015,9.7,7.8,1.1,3.2,rain
Seattle,1/16/2015,0,11.7,5.6,4.5,fog
Seattle,1/17/2015,26.2,13.3,3.3,2.8,rain
Seattle,1/18/2015,21.3,13.9,7.2,6.6,rain
Seattle,1/19/2015,0.5,10,6.1,2.8,rain
Seattle,1/20/2015,0,10,3.3,3,fog
Seattle,1/21/2015,0,7.2,-0.5,1.3,fog
Seattle,1/22/2015,0.8,9.4,6.1,1.3,rain
Seattle,1/23/2015,5.8,12.2,8.3,2.6,rain
Seattle,1/24/2015,0.5,14.4,11.1,3.3,rain
Seattle,1/25/2015,0,17.2,7.2,1.4,fog
Seattle,1/26/2015,0,16.1,6.1,2.2,fog
Seattle,1/27/2015,0.8,11.1,8.3,2,rain
Seattle,1/28/2015,0,12.2,5,1.8,fog
Seattle,1/29/2015,0,12.2,3.3,2.9,sun
Seattle,1/30/2015,0,8.3,1.1,0.8,fog
Seattle,1/31/2015,0,7.2,3.3,1.9,fog
Seattle,2/1/2015,1.5,9.4,4.4,2.6,rain
Seattle,2/2/2015,7.4,11.1,5,4,rain
Seattle,2/3/2015,1.3,10,5.6,1.9,rain
Seattle,2/4/2015,8.4,10.6,4.4,1.7,rain
Seattle,2/5/2015,26.2,13.3,8.3,4.6,rain
Seattle,2/6/2015,17.3,14.4,10,4.5,rain
Seattle,2/7/2015,23.6,12.2,9.4,4.6,rain
Seattle,2/8/2015,3.6,15,8.3,3.9,rain
Seattle,2/9/2015,6.1,13.3,8.3,2.5,rain
Seattle,2/10/2015,0.3,12.8,8.3,4,rain
Seattle,2/11/2015,0,12.8,5.6,1,fog
Seattle,2/12/2015,1,16.7,9.4,2.1,rain
Seattle,2/13/2015,0,15.6,6.7,1.7,fog
Seattle,2/14/2015,0.3,14.4,6.7,2.9,rain
Seattle,2/15/2015,0,12.2,3.9,4.8,sun
Seattle,2/16/2015,0,15,5.6,6.6,fog
Seattle,2/17/2015,0,16.1,4.4,4,sun
Seattle,2/18/2015,0,12.2,4.4,2.6,sun
Seattle,2/19/2015,4.6,10.6,8.3,2.2,rain
Seattle,2/20/2015,0.8,11.1,7.2,0.9,rain
Seattle,2/21/2015,0,12.2,5.6,4.5,sun
Seattle,2/22/2015,0,11.7,3.3,4.2,sun
Seattle,2/23/2015,0,12.8,0.6,1.4,sun
Seattle,2/24/2015,0,11.1,2.2,1.5,sun
Seattle,2/25/2015,4.1,10,6.7,1,rain
Seattle,2/26/2015,9.4,11.7,7.8,1.4,rain
Seattle,2/27/2015,18.3,10,6.7,4,rain
Seattle,2/28/2015,0,12.2,3.3,5.1,sun
Seattle,3/1/2015,0,11.1,1.1,2.2,sun
Seattle,3/2/2015,0,11.1,4.4,4.8,sun
Seattle,3/3/2015,0,10.6,0,2.1,sun
Seattle,3/4/2015,0,12.8,-0.5,1.8,sun
Seattle,3/5/2015,0,13.3,2.8,1.3,sun
Seattle,3/6/2015,0,15,3.3,1.4,sun
Seattle,3/7/2015,0,16.7,3.9,2.7,fog
Seattle,3/8/2015,0,17.2,3.9,1.7,fog
Seattle,3/9/2015,0,14.4,4.4,1.8,fog
Seattle,3/10/2015,0.8,13.3,5,2.6,rain
Seattle,3/11/2015,2.5,14.4,8.9,3.1,rain
Seattle,3/12/2015,0,17.8,9.4,3.2,sun
Seattle,3/13/2015,2,17.2,7.8,2.2,rain
Seattle,3/14/2015,17,13.9,9.4,3.8,rain
Seattle,3/15/2015,55.9,10.6,6.1,4.2,rain
Seattle,3/16/2015,1,13.9,6.1,3,rain
Seattle,3/17/2015,0.8,13.3,4.4,2.6,rain
Seattle,3/18/2015,0,15.6,7.2,2.5,sun
Seattle,3/19/2015,0,15.6,8.3,1.9,sun
Seattle,3/20/2015,4.1,13.9,8.9,1.9,rain
Seattle,3/21/2015,3.8,13.3,8.3,4.7,rain
Seattle,3/22/2015,1,11.7,6.1,2.3,rain
Seattle,3/23/2015,8.1,11.1,5.6,2.8,rain
Seattle,3/24/2015,7.6,12.8,6.1,3.9,rain
Seattle,3/25/2015,5.1,14.4,7.2,4.4,rain
Seattle,3/26/2015,0,20.6,10,2.2,sun
Seattle,3/27/2015,1,18.3,8.9,4,rain
Seattle,3/28/2015,0,15.6,9.4,5.7,sun
Seattle,3/29/2015,0,15.6,8.9,3,sun
Seattle,3/30/2015,1.8,17.8,10.6,2.9,rain
Seattle,3/31/2015,1,12.8,6.1,4.2,rain
Seattle,4/1/2015,5.1,12.8,5.6,3.2,rain
Seattle,4/2/2015,0,13.3,5.6,2.4,sun
Seattle,4/3/2015,1.5,11.1,5,3.6,rain
Seattle,4/4/2015,0,12.8,3.9,1.7,sun
Seattle,4/5/2015,0,16.7,2.8,2.4,sun
Seattle,4/6/2015,1,13.9,6.7,3.5,rain
Seattle,4/7/2015,0.5,14.4,6.7,3.9,rain
Seattle,4/8/2015,0,17.2,6.1,1.7,sun
Seattle,4/9/2015,0,17.2,6.1,2.3,sun
Seattle,4/10/2015,10.9,13.9,7.8,4.6,rain
Seattle,4/11/2015,0,11.7,5.6,6.5,sun
Seattle,4/12/2015,0,13.3,5.6,3.6,sun
Seattle,4/13/2015,14,11.7,3.9,3.6,rain
Seattle,4/14/2015,3.3,11.7,2.8,3.3,rain
Seattle,4/15/2015,0,13.9,3.3,2.4,sun
Seattle,4/16/2015,0,17.8,3.9,3.1,sun
Seattle,4/17/2015,0,18.9,6.1,3.6,sun
Seattle,4/18/2015,0,18.9,8.3,3.9,sun
Seattle,4/19/2015,0,21.1,8.3,3.6,sun
Seattle,4/20/2015,0,22.8,7.8,2.6,sun
Seattle,4/21/2015,5.6,17.2,6.7,3.4,rain
Seattle,4/22/2015,0,15.6,5,2.3,sun
Seattle,4/23/2015,3,12.2,6.7,4.1,rain
Seattle,4/24/2015,3.3,12.2,6.1,5,rain
Seattle,4/25/2015,1.3,13.3,5.6,3,rain
Seattle,4/26/2015,0,15.6,4.4,2.7,fog
Seattle,4/27/2015,0.3,25,10.6,2.3,rain
Seattle,4/28/2015,1.8,15.6,8.9,4.3,rain
Seattle,4/29/2015,0,16.1,7.2,4.7,sun
Seattle,4/30/2015,0,17.2,7.8,2.1,sun
Seattle,5/1/2015,0,18.3,8.9,3.7,sun
Seattle,5/2/2015,0,18.3,7.8,3.7,sun
Seattle,5/3/2015,0,20.6,7.8,2.6,sun
Seattle,5/4/2015,0,17.2,7.2,5.2,sun
Seattle,5/5/2015,6.1,14.4,7.2,5.1,rain
Seattle,5/6/2015,0,16.7,7.2,2.6,fog
Seattle,5/7/2015,0,20.6,6.1,3,sun
Seattle,5/8/2015,0,23.9,8.3,3,sun
Seattle,5/9/2015,0,26.7,9.4,2.6,sun
Seattle,5/10/2015,0,19.4,11.1,2.8,sun
Seattle,5/11/2015,0,13.9,10,2.5,fog
Seattle,5/12/2015,4.3,15.6,10.6,3.3,rain
Seattle,5/13/2015,4.1,12.2,10,2.8,rain
Seattle,5/14/2015,0.3,17.8,9.4,2,rain
Seattle,5/15/2015,0,20,9.4,2.8,fog
Seattle,5/16/2015,0,15.6,11.1,3,sun
Seattle,5/17/2015,0,19.4,10.6,2.1,sun
Seattle,5/18/2015,0,25.6,12.2,3,sun
Seattle,5/19/2015,0,21.7,11.7,2.6,sun
Seattle,5/20/2015,0,23.3,10.6,1.8,fog
Seattle,5/21/2015,0,25.6,11.7,2.1,sun
Seattle,5/22/2015,0,16.7,11.7,3.7,sun
Seattle,5/23/2015,0,16.1,11.7,2.6,sun
Seattle,5/24/2015,0,17.8,11.1,2.7,sun
Seattle,5/25/2015,0,15.6,11.1,2.7,sun
Seattle,5/26/2015,0,21.7,11.7,2.1,sun
Seattle,5/27/2015,0,24.4,11.7,1.8,sun
Seattle,5/28/2015,0,27.8,12.2,2.1,sun
Seattle,5/29/2015,0,26.1,12.8,2.5,sun
Seattle,5/30/2015,0,22.8,10,2.5,sun
Seattle,5/31/2015,0,25,11.7,2.2,sun
Seattle,6/1/2015,4.6,16.1,11.7,3.4,rain
Seattle,6/2/2015,0.5,17.8,12.8,5,rain
Seattle,6/3/2015,0,20,11.7,3,sun
Seattle,6/4/2015,0,22.8,11.7,3.9,sun
Seattle,6/5/2015,0,26.7,12.8,4.3,sun
Seattle,6/6/2015,0,29.4,13.3,2.6,sun
Seattle,6/7/2015,0,31.1,15.6,3.2,sun
Seattle,6/8/2015,0,30.6,14.4,3.5,sun
Seattle,6/9/2015,0,28.9,14.4,2.7,sun
Seattle,6/10/2015,0,25.6,11.1,3,sun
Seattle,6/11/2015,0,24.4,11.1,3.5,sun
Seattle,6/12/2015,0,20,11.7,2.3,sun
Seattle,6/13/2015,0,23.9,9.4,2.6,sun
Seattle,6/14/2015,0,27.8,11.7,3.7,sun
Seattle,6/15/2015,0,30,16.1,3.5,drizzle
Seattle,6/16/2015,0,22.8,11.1,3,sun
Seattle,6/17/2015,0,25,11.1,3.1,sun
Seattle,6/18/2015,0,24.4,13.9,3,sun
Seattle,6/19/2015,0.5,23.9,13.3,3.2,rain
Seattle,6/20/2015,0,25,12.8,4.3,sun
Seattle,6/21/2015,0,25.6,13.9,3.4,sun
Seattle,6/22/2015,0,25,12.8,2.4,sun
Seattle,6/23/2015,0,26.1,11.7,2.4,sun
Seattle,6/24/2015,0,25.6,16.1,2.6,sun
Seattle,6/25/2015,0,30.6,15.6,3,sun
Seattle,6/26/2015,0,31.7,17.8,4.7,sun
Seattle,6/27/2015,0,33.3,17.2,3.9,sun
Seattle,6/28/2015,0.3,28.3,18.3,2.1,rain
Seattle,6/29/2015,0,28.9,17.2,2.7,sun
Seattle,6/30/2015,0,30.6,15,3.4,fog
Seattle,7/1/2015,0,32.2,17.2,4.3,sun
Seattle,7/2/2015,0,33.9,17.8,3.4,sun
Seattle,7/3/2015,0,33.3,17.8,2.6,sun
Seattle,7/4/2015,0,33.3,15,2.9,sun
Seattle,7/5/2015,0,32.8,16.7,2.1,sun
Seattle,7/6/2015,0,29.4,15.6,3.2,drizzle
Seattle,7/7/2015,0,27.2,13.9,2.4,sun
Seattle,7/8/2015,0,30,14.4,1.9,drizzle
Seattle,7/9/2015,0,28.9,14.4,3.4,sun
Seattle,7/10/2015,0,21.1,16.7,3.7,sun
Seattle,7/11/2015,0,22.2,16.7,3,sun
Seattle,7/12/2015,0,26.1,16.7,2.2,sun
Seattle,7/13/2015,0,25.6,16.1,3.1,sun
Seattle,7/14/2015,0,27.8,16.1,3.3,sun
Seattle,7/15/2015,0,26.1,14.4,3.2,sun
Seattle,7/16/2015,0,26.1,15,2.8,sun
Seattle,7/17/2015,0,27.8,13.9,3.3,sun
Seattle,7/18/2015,0,33.3,17.8,3.4,sun
Seattle,7/19/2015,0,35,17.2,3.3,sun
Seattle,7/20/2015,0,26.7,16.7,3.9,sun
Seattle,7/21/2015,0,23.9,15,2.4,sun
Seattle,7/22/2015,0,23.9,13.9,2.8,sun
Seattle,7/23/2015,0,26.1,14.4,1.9,sun
Seattle,7/24/2015,0.3,22.8,13.3,3.8,rain
Seattle,7/25/2015,0,21.1,14.4,2.4,fog
Seattle,7/26/2015,2,22.2,13.9,2.6,rain
Seattle,7/27/2015,0,23.3,12.2,1.9,fog
Seattle,7/28/2015,0,27.8,13.9,3.4,sun
Seattle,7/29/2015,0,32.2,14.4,3.8,sun
Seattle,7/30/2015,0,34.4,17.2,3.5,sun
Seattle,7/31/2015,0,34.4,17.8,2.6,sun
Seattle,8/1/2015,0,33.3,15.6,3.1,sun
Seattle,8/2/2015,0,30.6,16.1,2,sun
Seattle,8/3/2015,0,28.3,17.2,2.3,sun
Seattle,8/4/2015,0,26.1,14.4,2.6,fog
Seattle,8/5/2015,0,23.3,12.2,3.5,sun
Seattle,8/6/2015,0,25,15,2.9,sun
Seattle,8/7/2015,0,28.3,15.6,3.7,sun
Seattle,8/8/2015,0,25,15.6,3.6,fog
Seattle,8/9/2015,0,28.3,15,2.2,sun
Seattle,8/10/2015,0,28.9,16.1,2.4,sun
Seattle,8/11/2015,0,30,16.7,4.4,sun
Seattle,8/12/2015,7.6,28.3,16.7,2.7,rain
Seattle,8/13/2015,0,28.3,15.6,2.2,sun
Seattle,8/14/2015,30.5,18.3,15,5.2,rain
Seattle,8/15/2015,0,21.7,13.9,3.7,sun
Seattle,8/16/2015,0,25,14.4,3.7,sun
Seattle,8/17/2015,0,27.2,13.9,3,sun
Seattle,8/18/2015,0,30,15,3,sun
Seattle,8/19/2015,0,31.7,16.1,2.1,drizzle
Seattle,8/20/2015,2,22.8,14.4,4.2,rain
Seattle,8/21/2015,0,22.2,14.4,2.6,sun
Seattle,8/22/2015,0,26.7,12.2,2.5,drizzle
Seattle,8/23/2015,0,27.8,13.9,1.8,drizzle
Seattle,8/24/2015,0,23.9,12.2,2.3,sun
Seattle,8/25/2015,0,25.6,12.2,3.4,sun
Seattle,8/26/2015,0,28.3,13.9,1.7,sun
Seattle,8/27/2015,0,29.4,14.4,2.1,sun
Seattle,8/28/2015,0.5,23.3,15.6,2.6,rain
Seattle,8/29/2015,32.5,22.2,13.3,5.8,rain
Seattle,8/30/2015,10.2,20,12.8,4.7,rain
Seattle,8/31/2015,0,18.9,16.1,5.8,sun
Seattle,9/1/2015,5.8,19.4,13.9,5,rain
Seattle,9/2/2015,0,19.4,11.1,3.8,sun
Seattle,9/3/2015,0,18.3,10.6,2.9,sun
Seattle,9/4/2015,0,18.3,10,2.9,sun
Seattle,9/5/2015,0.3,20.6,8.9,3.5,rain
Seattle,9/6/2015,5.3,16.1,11.7,2.4,rain
Seattle,9/7/2015,0.3,21.1,13.3,1.5,rain
Seattle,9/8/2015,0,22.8,13.3,2.4,sun
Seattle,9/9/2015,0,24.4,13.9,3.3,sun
Seattle,9/10/2015,0,25,14.4,3.6,fog
Seattle,9/11/2015,0,27.2,15,3.1,sun
Seattle,9/12/2015,0,26.7,14.4,2.1,sun
Seattle,9/13/2015,0.5,20.6,12.8,3,rain
Seattle,9/14/2015,0,16.7,10.6,3.4,sun
Seattle,9/15/2015,0,17.8,10,2.8,sun
Seattle,9/16/2015,1,20,10,1.9,rain
Seattle,9/17/2015,1.8,18.3,12.8,3.8,rain
Seattle,9/18/2015,0,19.4,12.8,2.6,sun
Seattle,9/19/2015,0,21.1,14.4,4.3,sun
Seattle,9/20/2015,4.1,22.8,12.2,6.8,rain
Seattle,9/21/2015,0,18.3,9.4,2.7,fog
Seattle,9/22/2015,0,18.9,7.8,2,sun
Seattle,9/23/2015,0,20.6,8.3,1.8,sun
Seattle,9/24/2015,0,22.2,11.1,2.5,fog
Seattle,9/25/2015,2,15.6,12.8,2.6,rain
Seattle,9/26/2015,0,18.3,10,2.7,sun
Seattle,9/27/2015,0,17.8,7.2,3.8,sun
Seattle,9/28/2015,0,21.1,9.4,5.1,sun
Seattle,9/29/2015,0,21.7,8.9,1.9,sun
Seattle,9/30/2015,0,18.3,10,1.3,fog
Seattle,10/1/2015,0,21.1,9.4,1.3,fog
Seattle,10/2/2015,0,15.6,10,2.9,fog
Seattle,10/3/2015,0,19.4,11.1,4.8,sun
Seattle,10/4/2015,0,22.8,10,3.7,sun
Seattle,10/5/2015,0,23.3,9.4,1.6,sun
Seattle,10/6/2015,0,18.3,10,2.6,drizzle
Seattle,10/7/2015,9.9,16.1,13.9,2.2,rain
Seattle,10/8/2015,0,18.9,13.3,1.1,fog
Seattle,10/9/2015,0.3,19.4,12.2,2.6,rain
Seattle,10/10/2015,28.7,21.1,13.3,4.7,rain
Seattle,10/11/2015,0,17.8,10.6,2.6,sun
Seattle,10/12/2015,4.6,18.3,10.6,2.8,rain
Seattle,10/13/2015,1.3,16.7,9.4,3.2,rain
Seattle,10/14/2015,0,15,10,5,fog
Seattle,10/15/2015,0,21.1,9.4,3.4,fog
Seattle,10/16/2015,0,20,8.9,1.3,sun
Seattle,10/17/2015,0.3,19.4,11.7,1.3,rain
Seattle,10/18/2015,3.8,15,12.8,2,rain
Seattle,10/19/2015,0.3,17.2,12.2,2.6,rain
Seattle,10/20/2015,0,17.8,10.6,1.8,fog
Seattle,10/21/2015,0,16.1,8.3,1.3,fog
Seattle,10/22/2015,0,16.1,8.9,2.7,fog
Seattle,10/23/2015,0,12.8,7.2,2.6,fog
Seattle,10/24/2015,0,15,8.9,2.9,fog
Seattle,10/25/2015,8.9,19.4,8.9,3.4,rain
Seattle,10/26/2015,6.9,12.2,10,4.6,rain
Seattle,10/27/2015,0,16.1,7.8,1.7,fog
Seattle,10/28/2015,3.3,13.9,11.1,2.8,rain
Seattle,10/29/2015,1.8,15,12.2,4.7,rain
Seattle,10/30/2015,19.3,17.2,11.7,6.7,rain
Seattle,10/31/2015,33,15.6,11.7,7.2,rain
Seattle,11/1/2015,26.2,12.2,8.9,6,rain
Seattle,11/2/2015,0.3,11.1,7.2,2.8,rain
Seattle,11/3/2015,0.8,10.6,5,1.4,rain
Seattle,11/4/2015,0,10,3.3,2.2,sun
Seattle,11/5/2015,1.3,11.7,7.8,2.3,rain
Seattle,11/6/2015,0,15.6,8.3,2.7,fog
Seattle,11/7/2015,12.7,12.2,9.4,3,rain
Seattle,11/8/2015,6.6,11.1,7.8,1.8,rain
Seattle,11/9/2015,3.3,10,5,1.3,rain
Seattle,11/10/2015,1.3,11.1,3.9,3.9,rain
Seattle,11/11/2015,1.5,11.1,6.1,4.6,rain
Seattle,11/12/2015,9.9,11.1,5,5.1,rain
Seattle,11/13/2015,33.5,13.3,9.4,6.5,rain
Seattle,11/14/2015,47.2,9.4,6.1,4.5,rain
Seattle,11/15/2015,22.4,8.9,2.2,4.1,rain
Seattle,11/16/2015,2,8.9,1.7,4,rain
Seattle,11/17/2015,29.5,13.3,6.7,8,rain
Seattle,11/18/2015,1.5,8.9,3.3,3.8,rain
Seattle,11/19/2015,2,8.9,2.8,4.2,rain
Seattle,11/20/2015,0,8.3,0.6,4,fog
Seattle,11/21/2015,0,8.9,0.6,4.7,sun
Seattle,11/22/2015,0,10,1.7,3.1,fog
Seattle,11/23/2015,3,6.7,0,1.3,rain
Seattle,11/24/2015,7.1,6.7,2.8,4.5,rain
Seattle,11/25/2015,0,7.2,0,5.7,sun
Seattle,11/26/2015,0,9.4,-1,4.3,sun
Seattle,11/27/2015,0,9.4,-1.6,3,sun
Seattle,11/28/2015,0,7.2,-2.7,1,sun
Seattle,11/29/2015,0,1.7,-2.1,0.9,fog
Seattle,11/30/2015,0.5,5.6,-3.8,1.7,rain
Seattle,12/1/2015,12.2,10,3.9,3.5,rain
Seattle,12/2/2015,2.5,10.6,4.4,5,rain
Seattle,12/3/2015,12.7,15.6,7.8,5.9,rain
Seattle,12/4/2015,2,10.6,6.1,4.7,rain
Seattle,12/5/2015,15.7,10,6.1,4,rain
